sigma,epsilon,T
22.4542522,0.20836167,377.180847
60.3517342,0.293818772,419.909393
242.699707,0.536147237,541.073608
2.85951924,0.136827365,341.413696
20.3302174,0.202240452,374.120239
82.2427444,0.332346469,439.173248
41.0179443,0.254450887,400.225433
9.10809517,0.164672941,355.336456
131.80748,0.405921191,475.960602
-3.14059353,0.0942188427,320.109436
5.70526743,0.150510103,348.255066
10.8509169,0.17127426,358.637115
-3.16183496,0.0939787924,319.98941
184.371002,0.471814364,508.907196
-0.388281792,0.117623523,331.811768
162.800354,0.445889175,495.94458
7.75603056,0.159271851,352.635925
162.314545,0.445289046,495.644531
170.756042,0.45561111,500.805573
6.47091532,0.153870776,349.935394
-1.17409074,0.111982398,328.991211
40.1018372,0.252410471,399.205231
59.4629784,0.292138427,419.069214
3.88146043,0.141988397,343.994202
150.088593,0.429925978,487.962982
2.20573831,0.133346662,339.67334
1.9219687,0.131786361,338.893188
68.7352524,0.309181839,427.590912
0.532006919,0.123624727,334.812347
-3.63431954,0.0308461692,288.423096
69.409668,0.310382068,428.19104
65.273613,0.302940577,424.470306
40.8556519,0.254090816,400.04541
44.4316216,0.261892378,403.946198
10.0464554,0.168273658,357.136841
34.9890633,0.240648136,393.324066
86.8740997,0.339907974,442.953979
-4.42052031,0.0446489304,295.324463
9.35543919,0.165633127,355.816559
30.8851395,0.230686143,388.343079
-4.61608028,0.0674534887,306.726746
54.3091621,0.282176435,414.088226
117.578522,0.386237234,466.118622
77.7911072,0.324904978,435.452484
60.7343407,0.294538915,420.26944
197.685486,0.487177432,516.588745
84.0676117,0.335347056,440.673523
169.369492,0.453930795,499.965393
50.8847466,0.275335073,410.667542
87.9927521,0.341708332,443.854156
58.2030334,0.28973794,417.868988
85.9095612,0.338347673,442.173828
136.824142,0.412642539,479.321259
148.776108,0.428245664,487.122833
107.935944,0.372314453,459.157227
16.2529984,0.189757958,367.878967
34.5844269,0.239687935,392.843964
39.6203232,0.251330256,398.665131
30.9815712,0.230926186,388.463104
142.746872,0.420444101,483.222046
5.92135572,0.151470289,348.735138
193.796539,0.482736558,514.368286
8.11005211,0.160712138,353.356079
62.3395538,0.297539502,421.769745
44.9928436,0.263092607,404.546295
181.205566,0.468093604,507.046814
5.41163731,0.149189845,347.59491
9.91963673,0.167793557,356.89679
166.80719,0.450810164,498.40509
200.968857,0.490898192,518.449097
74.696228,0.319623917,432.811951
29.9275436,0.228285655,387.142822
3.09159017,0.138027608,342.013794
17.3554287,0.193238646,369.619324
2.76764154,0.136347264,341.173645
13.7734089,0.181596324,363.798157
-2.60941076,0.0195639133,282.781952
218.605911,0.510462105,528.231018
113.129143,0.379875988,462.937988
-4.50868034,0.0715343058,308.767151
114.548317,0.381916374,463.958191
156.724289,0.43832767,492.163818
90.853981,0.34626925,446.134613
238.344452,0.531586289,538.793152
221.4767,0.513582706,529.791382
-3.7573812,0.0325265042,289.263245
21.3196068,0.205121025,375.560516
-2.11038375,0.0151230246,280.561523
60.8621025,0.294778943,420.389465
229.733261,0.522464514,534.232239
-4.03888512,0.0368473679,291.423676
113.212418,0.379996002,462.997986
36.5752411,0.244368881,395.184448
3.7594161,0.141388282,343.694153
41.8333969,0.256251246,401.12561
60.6705017,0.294418871,420.209442
-0.246861294,0.118583716,332.29187
-4.28451967,0.0772954598,311.647736
70.4945526,0.31230247,429.151245
107.283966,0.371354282,458.677124
149.056946,0.428605735,487.302856
73.5148544,0.317583531,431.791748
19.5195656,0.199839965,372.919983
204.167984,0.494498909,520.249451
39.2474785,0.250490099,398.245056
119.191399,0.388517708,467.25885
179.98645,0.466653317,506.32666
64.879097,0.302220434,424.110229
32.8862839,0.235607117,390.803558
-4.68855381,0.0625325069,304.266266
162.994858,0.446129233,496.064606
234.589081,0.527625501,536.812744
-1.37780654,0.110422082,328.211029
147.095856,0.426085204,486.042603
135.652451,0.411082208,478.541107
62.5980339,0.298019618,422.009796
27.1282139,0.221084222,383.542114
189.836472,0.47817564,512.08783
14.3793983,0.183636725,364.818359
172.346542,0.457531512,501.765747
97.7859879,0.3570714,451.535706
80.9394455,0.330186039,438.093018
-3.10846281,0.0945789143,320.289459
-1.92212546,0.0135627128,279.781342
17.5868568,0.193958789,369.979401
115.806793,0.383716732,464.858368
7.32019854,0.157471493,351.735748
220.149765,0.51214242,529.071228
-2.75960612,0.0210042,283.502106
23.8285007,0.212202445,379.101227
106.228096,0.369793952,457.896973
222.585037,0.514782965,530.391479
19.4793625,0.199719951,372.859985
1.43407011,0.129025802,337.512909
132.608337,0.407001406,476.500702
231.873611,0.524744928,535.372498
175.144913,0.460892171,503.446075
12.6579895,0.17775555,361.877777
67.7957916,0.307501495,426.750763
136.914459,0.412762552,479.381287
20.6580029,0.203200638,374.600311
106.552505,0.370274067,458.137024
68.1306839,0.308101624,427.050812
0.172096536,0.121344268,333.67215
-4.10154676,0.0808961764,313.44809
52.3151436,0.278215647,412.107819
-3.96572542,0.0356471278,290.823578
40.0482178,0.252290457,399.145233
32.5410118,0.23476696,390.383484
-3.81605387,0.0333666727,289.68335
108.999016,0.373874784,459.937378
144.960693,0.423324674,484.662323
-4.51244879,0.0714142844,308.707153
39.3006516,0.250610113,398.305054
143.667542,0.42164433,483.822174
-4.68953943,0.0624124818,304.206238
79.5734024,0.327905595,436.952789
-4.50103283,0.0717743561,308.887177
-3.91221118,0.0348069631,290.403473
123.913025,0.395119011,470.559509
144.036514,0.422124416,484.062225
46.4087677,0.266093224,406.0466
68.1977463,0.308221638,427.110809
69.9512177,0.311342269,428.671143
49.1786804,0.271854371,408.927185
16.5166492,0.190598115,368.299072
-3.8702333,0.0847369507,315.368469
-4.55234528,0.0486097224,297.304871
-2.00932288,0.10526105,325.630524
239.029938,0.532306433,539.153259
32.6888046,0.235127032,390.563507
208.358627,0.49917984,522.589905
78.644455,0.326345265,436.172638
-3.27609921,0.0926585346,319.329254
231.535095,0.524384856,535.192444
240.51796,0.533866763,539.933411
33.0842514,0.236087218,391.04361
144.683167,0.422964603,484.4823
-0.0669598132,0.11978396,332.891968
168.283417,0.452610523,499.305267
7.205235,0.156991392,351.495697
-4.61859131,0.0673334673,306.666748
232.212311,0.525105,535.55249
152.34993,0.432806551,489.40329
5.38514423,0.149069816,347.534912
-0.668271005,0.0043208641,275.160431
43.929039,0.260812163,403.406067
57.2033195,0.287817568,416.908783
1.72889543,0.130706146,338.353058
79.2155609,0.327305466,436.65274
42.5455208,0.257811576,401.905792
-4.6814003,0.0553310663,300.665527
-0.896695793,0.00588117633,275.940582
118.426231,0.387437493,466.71875
39.3538551,0.250730157,398.365082
-3.52276087,0.0294058807,287.702942
14.1287479,0.182796553,364.398285
-0.827138126,0.00540108001,275.700531
16.9722557,0.192038402,369.019196
89.9462051,0.344828963,445.41449
213.674484,0.50506103,525.530518
-4.65371847,0.0654130802,305.706543
5.06984043,0.147629529,346.814758
-4.48126793,0.072374478,309.187225
-2.63711381,0.0994999036,322.749939
-0.882253826,0.114142828,330.071411
-2.59663749,0.0194438882,282.721954
50.766304,0.275095016,410.547516
-4.69441843,0.056891378,301.445679
20.6169205,0.203080609,374.540314
56.3345909,0.286137223,416.068604
-3.40553975,0.0910982192,318.549103
76.4481125,0.322624534,434.312256
213.56543,0.504940987,525.47052
189.007172,0.477215439,511.607727
-3.77433896,0.0327665545,289.38327
32.5902443,0.234886974,390.443481
1.47577679,0.12926586,337.632935
195.264191,0.484416872,515.208435
14.3434954,0.183516696,364.758362
47.4971352,0.268373668,407.186829
77.4367218,0.324304849,435.152435
26.4456711,0.219283864,382.641937
-2.93166113,0.0964993015,321.249664
228.610107,0.521264255,533.632141
-3.34655261,0.0918183625,318.90918
53.3988876,0.280376077,413.188049
-4.32574892,0.0423684753,294.184235
-4.17245245,0.0795759186,312.787964
-1.69652247,0.0117623527,278.881165
-4.7020278,0.0594118834,302.705933
-4.61353207,0.0675735176,306.786743
150.464478,0.430406094,488.203033
171.153091,0.456091225,501.045624
245.698608,0.539267838,542.633911
-0.103217736,0.11954391,332.771942
167.692276,0.451890379,498.94519
38.7173805,0.249289855,397.644928
18.6424198,0.197199434,371.599731
31.9525738,0.233326659,389.66333
12.0788879,0.175715148,360.857574
78.8584137,0.326705337,436.352661
179.68222,0.466293246,506.146637
151.311691,0.431486309,488.743134
1.45490634,0.129145831,337.572906
-4.34684992,0.0428485684,294.424286
-3.71430588,0.0319263861,288.963196
-3.78275967,0.0328865759,289.443298
22.1578941,0.207521498,376.760742
215.969925,0.507581532,526.790771
50.1758232,0.273894787,409.947388
24.6595383,0.214482903,380.241455
215.531906,0.507101417,526.55072
-2.26442242,0.016443288,281.221649
31.7573986,0.232846573,389.423279
211.389359,0.502540529,524.270264
-4.6362443,0.0522104427,299.105225
46.9229927,0.267173439,406.586731
70.358551,0.312062413,429.031219
13.5969467,0.180996194,363.498108
87.5445557,0.340988189,443.49411
159.027405,0.441208243,493.604126
42.7105675,0.258171648,402.085815
92.0703964,0.348189652,447.094818
204.489075,0.49485898,520.429504
23.525156,0.211362273,378.681122
235.497177,0.528585732,537.292847
234.929443,0.527985573,536.992798
13.3512535,0.180156037,363.078003
36.3689499,0.24388878,394.944397
213.347397,0.504700959,525.350464
-1.66576242,0.0115223043,278.761139
234.362289,0.527385473,536.692749
62.2750053,0.297419488,421.709747
178.872009,0.465333074,505.666534
192.437897,0.481176227,513.588135
102.288483,0.363912791,454.95639
-4.662745,0.0648129657,305.406494
-4.5946579,0.0684136823,307.206848
-4.1081748,0.080776155,313.388092
-4.58410597,0.0498099625,297.904968
-4.69515657,0.0570114031,301.505707
164.652039,0.448169649,497.084808
179.479523,0.466053218,506.026611
89.7198715,0.344468892,445.234436
125.562302,0.397399485,471.699738
26.1745968,0.218563706,382.28186
93.7542496,0.350830168,448.41507
-1.12623835,0.112342469,329.171234
35.7529602,0.242448494,394.224243
139.089462,0.415643126,480.821564
56.7062149,0.286857367,416.42868
84.2877426,0.335707128,440.853577
146.630569,0.425485104,485.742554
9.7303915,0.167073414,356.536713
-1.45458043,0.109821968,327.91098
-3.51031995,0.0897779539,317.888977
5.27950716,0.148589715,347.294861
-2.80840707,0.0214842968,283.742157
14.8490696,0.18519704,365.598511
113.045898,0.379755944,462.877991
-3.73223519,0.0867773518,316.388672
162.120392,0.445049018,495.524506
75.7452774,0.321424276,433.712128
124.95359,0.396559298,471.279663
103.648079,0.365953177,455.976593
114.130127,0.381316274,463.658142
16.4411621,0.190358073,368.179047
-0.433012843,0.0027605521,274.38028
36.7820129,0.244848967,395.4245
189.732727,0.478055596,512.027832
186.219635,0.473974794,509.987396
18.1704292,0.195759147,370.879578
-4.36366034,0.0754951015,310.747559
6.08482409,0.152190432,349.095215
-1.7090404,0.107781559,326.890778
142.012161,0.4194839,482.741943
78.288414,0.325745136,435.872589
55.9640007,0.28541708,415.708527
-4.16724825,0.0391278267,292.563904
7.93244696,0.159991995,352.996002
57.5149422,0.288417697,417.208832
161.344772,0.444088817,495.044403
10.7533045,0.170914188,358.457092
193.901215,0.482856572,514.428284
-0.681406975,0.115583114,330.791565
216.956848,0.508661747,527.330872
-4.53146362,0.0478895791,296.944794
114.297325,0.381556302,463.778168
48.3058472,0.270054013,408.027008
170.557678,0.455371082,500.685547
12.7611551,0.178115621,362.0578
203.312805,0.493538707,519.769348
-4.60566568,0.0679335892,306.966797
155.578079,0.436887383,491.443695
-3.38550401,0.0277255457,286.862762
0.944299161,0.126145229,336.072601
-1.47783804,0.0100820167,278.041016
-3.22469878,0.0932586491,319.629333
130.123566,0.403640717,474.820374
24.0897217,0.212922588,379.461304
160.957565,0.443608731,494.804352
66.1318817,0.304500908,425.250458
245.236237,0.538787782,542.39386
-3.84061694,0.0337267444,289.863373
175.546249,0.461372286,503.686127
33.5812836,0.237287462,391.643738
81.8073273,0.331626326,438.813171
108.67144,0.373394668,459.697327
163.676361,0.44696939,496.484711
-3.29640841,0.0924184844,319.209229
35.2429428,0.24124825,393.624115
-4.0678587,0.0814962983,313.748138
-3.45370698,0.0904980972,318.249054
38.0852051,0.247849569,396.924774
180.189407,0.466893375,506.446686
-3.83073211,0.0853370652,315.668549
190.771255,0.479255855,512.62793
-4.10142469,0.0379275866,291.963806
108.753296,0.373514712,459.757355
-3.30362916,0.026765354,286.38269
193.168961,0.482016414,514.008179
90.0972366,0.345069021,445.534515
138.99855,0.415523112,480.761566
-2.95426178,0.0962592512,321.129639
111.303802,0.377235442,461.617737
179.074417,0.465573102,505.78656
39.6737061,0.2514503,398.725159
210.846802,0.50194037,523.970215
90.3996048,0.345549107,445.774567
71.5865936,0.314222842,430.11142
201.500565,0.491498291,518.749146
-3.64336252,0.0309661925,288.483093
194.110641,0.483096629,514.54834
214.766266,0.50626123,526.130615
183.142929,0.470374078,508.187042
143.391068,0.421284258,483.64212
62.9217758,0.298619717,422.309875
21.2364655,0.204880983,375.440491
105.41893,0.368593723,457.296844
114.04657,0.381196231,463.598114
85.3182831,0.337387472,441.693726
61.0539589,0.295139015,420.569519
-1.50955951,0.0103220642,278.161041
124.6931,0.396199226,471.099609
94.1387634,0.351430297,448.715149
138.453583,0.414802969,480.401489
-0.492886662,0.11690338,331.451691
162.023361,0.444928974,495.464508
38.6645355,0.249169841,397.58493
-4.64582825,0.0658931807,305.946594
-4.55146694,0.0700940192,308.046997
14.0574226,0.18255651,364.278259
20.7814407,0.20356071,374.780365
-0.193255335,0.118943788,332.471893
58.7685966,0.290818155,418.409088
-3.60695624,0.0304860976,288.243042
-2.1950016,0.0158431679,280.92157
236.634369,0.529785931,537.893005
15.619216,0.187717542,366.858765
-3.07600999,0.094938986,320.469482
21.5280037,0.20572114,375.860565
62.4687386,0.29777956,421.889771
126.870926,0.399199843,472.599915
33.7809448,0.237767547,391.883789
64.4201126,0.301380277,423.690125
-4.52715397,0.0709341839,308.467102
3.85698414,0.141868368,343.934174
197.368958,0.48681736,516.408691
-1.92511511,0.105981193,325.990601
205.453598,0.495939195,520.969604
-0.0768502131,0.000480096031,273.240051
14.8127489,0.185077012,365.538513
6.27705336,0.153030604,349.515289
162.897583,0.446009189,496.004608
27.4491062,0.221924379,383.962189
-2.09225917,0.104540907,325.270447
128.273163,0.401120216,473.56012
90.1727829,0.345189035,445.594513
238.11615,0.531346262,538.673157
117.493889,0.38611722,466.058624
119.021179,0.38827765,467.138824
104.370964,0.367033392,456.516693
74.9055405,0.319983989,432.992004
-0.782458484,0.114862971,330.431488
192.229233,0.480936199,513.468079
80.36306,0.329225838,437.612915
27.8176861,0.22288458,384.442291
8.4087019,0.161912382,353.956177
39.1943359,0.250370085,398.185028
-0.614587724,0.00396079198,274.980408
-2.37250638,0.102020405,324.010193
-4.27031136,0.0411682352,293.584106
202.779083,0.492938578,519.469299
-1.43929589,0.109941989,327.971008
136.282822,0.411922395,478.961182
-4.1343236,0.0802960619,313.148041
119.958672,0.389597923,467.79895
20.3710804,0.202360466,374.180237
2.90566182,0.137067407,341.533722
226.929703,0.519463897,532.731934
84.3611755,0.335827172,440.913574
4.00434875,0.142588511,344.29425
207.173019,0.497859567,521.92981
85.4659348,0.33762753,441.813751
-4.30952072,0.0420084,294.004211
8.28884602,0.161432281,353.716156
160.57074,0.443128616,494.564301
173.343765,0.458731741,502.365875
94.9098053,0.352630526,449.315277
79.1440811,0.327185452,436.592712
237.773849,0.53098619,538.493103
38.5589333,0.248929784,397.464905
-3.85454154,0.0849769935,315.488495
145.794617,0.424404889,485.202454
241.435577,0.534826994,540.413513
128.097519,0.400880188,473.440094
196.841873,0.486217231,516.108643
4.52968025,0.145109028,345.554504
57.0166893,0.287457496,416.72876
87.917984,0.341588318,443.794159
174.043274,0.459571928,502.78595
103.567886,0.365833163,455.916595
123.826477,0.394998997,470.499512
10.7858095,0.171034202,358.51709
127.57122,0.400160044,473.080017
87.4699554,0.340868175,443.434082
72.20401,0.315303057,430.65152
4.12808037,0.14318864,344.59433
103.007317,0.364993006,455.49649
104.290543,0.366913378,456.456696
8.19930077,0.161072209,353.536102
178.164337,0.464492887,505.24646
164.945221,0.44852972,497.264862
100.382141,0.361032218,453.516113
-3.72379208,0.0868973807,316.4487
98.334259,0.357911587,451.95578
54.0657883,0.281696349,413.848175
-4.48558855,0.0464492887,296.22464
29.6426468,0.227565512,386.782745
191.707993,0.48033607,513.16803
148.58902,0.428005606,487.002808
-4.3673377,0.0433286652,294.664337
-0.284835458,0.00180036004,273.900177
158.354187,0.440368086,493.184052
223.918106,0.516223252,531.111633
14.7402029,0.184836969,365.418488
46.9802742,0.267293453,406.646729
-3.04294682,0.023884777,284.942383
44.8241692,0.262732536,404.366272
19.3188725,0.19923985,372.619934
183.756531,0.471094221,508.547119
51.5978584,0.27677536,411.387665
51.2407799,0.276055217,411.027618
-4.69310808,0.061932385,303.966187
-4.36227322,0.0432086401,294.604309
-1.84792328,0.0129625928,279.481293
11.0470219,0.171994403,358.997192
131.452209,0.405441076,475.720551
172.645447,0.457891583,501.945801
146.351685,0.425125033,485.5625
199.271362,0.48897779,517.488892
-4.01734304,0.0364872962,291.243652
-3.51321077,0.0292858575,287.642914
107.039909,0.37099421,458.497101
120.813652,0.390798151,468.399078
-4.67381859,0.0639727935,304.986389
23.6983089,0.211842373,378.921173
5.73216152,0.150630131,348.315063
-4.69139862,0.0621724352,304.086212
184.166092,0.471574306,508.78717
-2.86852002,0.0220844168,284.042206
46.124115,0.265493095,405.746552
47.5547104,0.268493712,407.246857
164.163895,0.447569519,496.78476
30.9333401,0.230806157,388.403076
-3.87802458,0.0846169218,315.308472
-1.34685135,0.110662133,328.331055
-1.9807688,0.0140428087,280.021393
10.948823,0.171634331,358.817169
181.51088,0.468453705,507.226837
-3.55117726,0.0297659524,287.882965
-0.300154626,0.118223645,332.111816
232.099396,0.524985015,535.492493
165.532257,0.449249864,497.624939
42.7656441,0.258291662,402.145844
244.427963,0.537947595,541.973816
62.0170898,0.296939373,421.469696
-0.335509777,0.117983595,331.991791
-3.88077927,0.0343268663,290.163422
59.5895996,0.292378485,419.18924
-2.8565762,0.0219643936,283.982208
135.202942,0.410482109,478.241058
50.8255119,0.27521503,410.607513
-4.39300585,0.0747749582,310.387482
104.049416,0.366553307,456.276642
139.362366,0.416003197,481.001587
15.5452604,0.187477499,366.738739
23.6116714,0.211602315,378.801147
235.27002,0.528345644,537.172852
-4.64275789,0.0525705144,299.285248
-3.02120638,0.0955391079,320.769562
7.14795256,0.15675135,351.375671
109.737595,0.374954998,460.477509
156.055222,0.437487483,491.743744
230.97139,0.523784757,534.892395
0,0,273
48.0742035,0.269573927,407.786957
-1.58816171,0.0109221842,278.46109
-4.5655055,0.0490898192,297.544922
-3.61611629,0.0306061208,288.30307
-0.0385064483,0.000240048015,273.120026
-1.99537647,0.105381079,325.690552
-4.3277545,0.0763352662,311.167633
36.5236244,0.244248852,395.12442
232.777298,0.525705159,535.8526
184.576019,0.472054422,509.027191
194.32016,0.483336657,514.668335
8.52908516,0.162392482,354.196228
116.143379,0.384196848,465.098419
166.218246,0.450090021,498.045013
75.9558411,0.321784347,433.892181
114.632027,0.382036418,464.018188
201.181473,0.49113822,518.569092
20.5348473,0.202840567,374.420288
79.7884293,0.328265667,437.132812
12.6923456,0.177875578,361.937775
24.0025234,0.21268253,379.341278
-1.7423625,0.0121224243,279.061218
66.1981049,0.304620922,425.310455
-2.99729919,0.0234046802,284.702332
211.280807,0.502420485,524.210266
24.1770439,0.213162631,379.581329
38.1902695,0.248089612,397.0448
28.9821682,0.225885183,385.942596
-4.65663385,0.0534106828,299.705353
171.053787,0.455971181,500.985596
96.3044434,0.354790956,450.395477
62.7274475,0.298259646,422.129822
23.2663631,0.210642129,378.321075
60.2244263,0.293578714,419.789368
236.179214,0.529305875,537.652954
20.2893848,0.202120423,374.060211
-2.05095005,0.104900979,325.4505
237.31778,0.530506074,538.253052
-4.25876331,0.040928185,293.464081
-1.33132112,0.110782154,328.391083
13.8087978,0.181716338,363.858185
19.9638653,0.201160237,373.580109
126.608734,0.398839772,472.419891
211.932495,0.503140628,524.570312
156.437393,0.437967598,491.983795
-3.43540382,0.0283256657,287.162842
161.24794,0.443968803,494.984406
53.4593735,0.280496091,413.248047
-0.458157539,0.11714343,331.571716
117.409286,0.385997206,465.998596
41.6697731,0.255891174,400.945587
75.8154373,0.321544319,433.772156
17.086874,0.192398474,369.199249
80.1473694,0.328865767,437.432892
39.8875351,0.251930386,398.965179
18.9596138,0.198159635,372.079803
7.2339263,0.157111421,351.555725
114.464622,0.38179636,463.898193
211.172272,0.502300441,524.150208
105.015335,0.367993593,456.996796
44.096302,0.261172235,403.586121
51.5382729,0.276655316,411.327667
-1.08465219,0.00720144017,276.600708
234.135574,0.527145445,536.572693
5.51794386,0.14966993,347.834961
22.75214,0.209201843,377.600922
120.556885,0.39043808,468.219055
8.25896454,0.161312267,353.656128
209.547073,0.500500083,523.250061
100.936577,0.361872375,453.936188
-4.1910243,0.0792158395,312.60791
89.1175079,0.343508691,444.754364
-1.05084097,0.00696139224,276.480682
194.215393,0.483216643,514.608337
28.8883038,0.225645125,385.822571
21.3612232,0.205241054,375.620514
-3.94302297,0.0352870561,290.643524
18.4845829,0.196719348,371.35968
-4.17995071,0.0393678732,292.683929
242.354675,0.535787165,540.893555
133.321945,0.407961607,476.980804
-2.9626503,0.0230446085,284.522308
194.844391,0.483936787,514.968384
55.5944481,0.284696937,415.34848
210.521561,0.501580298,523.790161
-2.53217673,0.0188437682,282.421875
119.617401,0.389117837,467.558899
113.879524,0.380956203,463.478088
73.44561,0.317463487,431.73175
71.5181351,0.314102829,430.051422
202.032867,0.492098421,519.049194
2.56290531,0.135267049,340.633514
5.59802485,0.150030002,348.015015
30.0704041,0.228645727,387.322876
24.9685364,0.215323061,380.66153
-4.28170633,0.0414082818,293.704132
-4.29294729,0.0416483283,293.824158
183.347366,0.470614135,508.307068
27.3572674,0.221684337,383.842163
244.889694,0.538427711,542.213867
-3.0315938,0.0237647537,284.882385
-4.68262768,0.0554510914,300.725555
32.7381287,0.235247046,390.623535
28.0490475,0.223484695,384.74234
41.8880005,0.25637126,401.185638
-0.997092307,0.113302663,329.651337
7.06227684,0.156391278,351.195648
158.83493,0.440968186,493.4841
20.8226509,0.203680739,374.840363
-3.6549449,0.0878575742,316.928772
6.11218548,0.152310461,349.155243
119.702675,0.389237851,467.618927
134.305832,0.40928185,477.64093
223.584518,0.51586318,530.93158
-4.6979146,0.0610922202,303.546112
122.96244,0.393798769,469.899384
195.054245,0.484176844,515.08844
-4.59746552,0.0682936609,307.14682
85.5398026,0.337747544,441.873779
131.629791,0.405681133,475.840576
-4.16618919,0.07969594,312.847961
82.3154144,0.332466483,439.233246
93.9079742,0.351070225,448.535095
95.9161682,0.354190826,450.095428
-3.47272205,0.0902580544,318.129028
31.0298309,0.231046215,388.523102
8.080369,0.160592124,353.296051
221.80896,0.513942778,529.971375
-2.53815818,0.10046009,323.230042
5.35868502,0.148949787,347.474884
2.99835443,0.137547508,341.773743
-4.63058949,0.0667333454,306.366669
-4.68647099,0.0627725571,304.386292
198.636368,0.488257647,517.128845
1.53859401,0.129625931,337.812958
-4.67611408,0.0548509695,300.425476
211.823822,0.503020585,524.510315
-4.14138174,0.0386477299,292.323853
74.0697937,0.318543702,432.271851
52.2552109,0.278095633,412.047821
-3.84872699,0.0338467695,289.92337
75.5349731,0.321064204,433.532104
11.8767357,0.174995005,360.497498
119.446922,0.388877779,467.438873
74.0003281,0.318423688,432.211853
147.748322,0.426925391,486.462708
-3.14335299,0.0249649938,285.482483
105.499725,0.368713737,457.356873
69.1395645,0.309901983,427.950989
3.35078526,0.139347866,342.67392
101.412842,0.362592518,454.296265
182.020233,0.469053805,507.526917
75.46492,0.32094419,433.472107
-4.62219429,0.0514902994,298.745148
0.246829823,0.121824361,333.91217
-2.27818727,0.0165633131,281.281647
73.3763962,0.317343473,431.671722
0.964311004,0.126265258,336.132629
7.96196508,0.160112023,353.056
53.1572456,0.279895991,412.947998
162.605957,0.445649117,495.824554
17.7417774,0.19443889,370.219452
48.8870087,0.271254241,408.627136
164.749741,0.448289663,497.144836
47.7276115,0.268853784,407.42688
-1.93923795,0.105861172,325.930573
68.5334778,0.308821768,427.410889
